Piano in the Background,0.14486,0.33783,0.3876534,0.4488742
Mood Booster,0.17,0.17,0.19,0.22
Salsa Hits_ Los 90s,0.37,0.41974359,0.447714,0.54119634
Country's Greatest Hits_  The '60s,0.14,0.175,0.195,0.225
Guilty Pleasures,0.163,0.17,0.19,0.227304029
Indie Workout,0.143,0.17,0.19,0.221298701
Made in Chile,0.145573,0.2,0.22,0.25
Cool Down,0.175677,0.30975,0.3533845,0.4198465
80s Rock Anthems,0.1294,0.175882353,0.201422845,0.274432845
Get Turnt,0.171,0.3686532,0.44562,0.78431
All Out 90s,0.1376,0.17,0.197022809,0.230820277
Country's Greatest Hits_  The '80s,0.236666667,0.256666667,0.3022091,0.43445231
80s Hard Rock,0.15734,0.204848485,0.25788934,0.3083753
Alternative 10s,0.142,0.17,0.192040816,0.222040816
Feel-Good Indie Rock,0.1485599,0.176666667,0.201111111,0.234725569
Pop Sauce,0.1411,0.179090909,0.211340909,0.245736513
Autumn Leaves,0.13905,0.17,0.193846154,0.230918114
Deep Dark Indie,0.1793557,0.186666667,0.2343256,0.2878934
One-Hit Wonders,0.14344,0.184285714,0.204285714,0.2398864
Alternative 90s,0.162455,0.184285714,0.204285714,0.241165273
Soft Pop Hits,0.33,0.37,0.39,0.42
Country's Greatest Hits_  The '70's,0.15324,0.184285714,0.210737327,0.249919586
Latin Pride,0.167789,0.203333333,0.223333333,0.253333333
One More Rep,0.1325,0.1825,0.2025,0.234798851
A Perfect Day,0.1454,0.181111111,0.201111111,0.233216374
Happy Folk,0.15,0.21,0.237894737,0.273157895
K-Hip-Hop Beats,0.13,0.17,0.19,0.223315789
The Most Beautiful Songs in the World,0.1332,0.18952381,0.20952381,0.23952381
Low-Key,0.12346,0.17,0.19,0.221851852
70s Rock Anthems,0.151586,0.174761905,0.201658456,0.231658456
Wake Up Happy,0.23,0.28,0.306818182,0.336818182
Contemporary Blend,0.122,0.17,0.192040816,0.222040816
Retro Pop,0.14,0.17,0.19,0.22
Adrenaline Workout,0.14,0.17,0.202347826,0.236097826
Workday_ Pop,0.1900274,0.255555556,0.328023088,0.358023088
Hard Rock Workout,0.1324,0.177142857,0.197142857,0.22974026
Chill Instrumental Beats,0.19,0.27,0.29,0.32
Lush Lofi,0.24,0.37,0.420350496,0.450350496
Country's Greatest Hits_  The '50s,0.140334,0.17,0.201253561,0.239968942
Punk Rock Workout,0.336190476,0.374652015,0.448731,0.49882475
NTC_ Studio Sounds,0.132145,0.179090909,0.21883453,0.2546356
All Out 00s,0.15379,0.177142857,0.205838509,0.2383364
Your Favorite Coffeehouse,0.18,0.230526316,0.250526316,0.284635905
Infinite Acoustic,0.1709805,0.206764706,0.245109533,0.280544316
Swagger,0.1254,0.18,0.2,0.238333333
The GRAMMYs Official Playlist,0.21206,0.34465739,0.479225,0.535622
All Out 80s,0.1962,0.359124,0.4564578,0.5077546
New Music Friday,0.248571429,0.268571429,0.303309,0.3643355
Pumping Iron,0.12657,0.238181818,0.258181818,0.291515152
Country's Greatest Hits_  The '90s,0.13,0.17,0.193125,0.234577
Alternative 00s,0.204278,0.298571429,0.325714286,0.355714286
Grime Shutdown,0.1680765,0.203333333,0.238154762,0.274934423
Rap UK,0.179090909,0.212122583,0.232122583,0.262122583
Alternative 80s,0.15224,0.179090909,0.207424242,0.240757576
Stay Wild,0.149881,0.17,0.192040816,0.222040816
Abuela's Mix,0.22356,0.27,0.297142857,0.33047619
Rockin' Vibes,0.158181825,0.208181818,0.239355,0.258181916
You & Me,0.249965,0.312222222,0.332222222,0.368472222
Young & Free,0.13,0.17,0.19,0.22
It's ALT Good!,0.125,0.22,0.248695652,0.28435603
90s Pop Rock Essentials,0.13,0.177692308,0.22711655,0.26960525
Bedroom Pop,0.14,0.17,0.19,0.22
2000s Smash Hits,0.135779765,0.186666667,0.32311645,0.4191234
Nike Running Tempo Mix,0.11,0.17,0.19,0.22
Extreme Metal Workout,0.172245,0.330515873,0.367757252,0.44946511
Pop Chile,0.19846,0.22,0.283095,0.30337463
NTC_ Gym Strong,0.16,0.18,0.2102234,0.261231
Good Vibes,0.132764,0.170567,0.249345,0.394568
Soak Up the Sun,0.16,0.19,0.21,0.243225806
Songs to Sing in the Car,0.177793,0.220013418,0.245449928,0.303375
EDM Workout,0.2692654,0.374652015,0.411794872,0.451005398
G.O.O.D. Music,0.148704,0.179090909,0.206498316,0.2534924
LA Pops,0.14,0.177142857,0.205838509,0.235838509
Soul Coffee,0.13093,0.230526316,0.2820372,0.4190345
Alternative 60s,0.175,0.206764706,0.245109533,0.280544316
NTC_ High Intensity Training Tracks,0.13,0.18,0.2,0.238333333
Off the Strength,0.061714286,0.105880952,0.127949918,0.157949918
Pop Rising,0.24824,0.3564368,0.385784,0.46713
Early Alternative,0.248571429,0.268571429,0.288571429,0.323699634
I Love My '90s Hip-Hop,0.16984264,0.238181818,0.258181818,0.291515152
Orgullo Afro-Latino,0.122,0.17,0.193125,0.223125
Mega Hit Mix,0.181973,0.298571429,0.325714286,0.355714286
80s Smash Hits,0.1599643,0.203333333,0.238154762,0.274934423
La Troca,0.179090909,0.212122583,0.232122583,0.262122583
Feelin' Good,0.137786,0.1824225,0.207424242,0.240757576
Songs to Sing in the Shower,0.13,0.17,0.192040816,0.222040816
Grime Instrumentals,0.2245,0.27,0.297142857,0.33047619
LatinX Indie,0.14181913,0.208181818,0.23887818,0.258581848
Most Necessary,0.22863,0.312222222,0.332222222,0.368472222
Latinos Unidos,0.13,0.17,0.192040816,0.222040816
Alternative Hip Hop,0.23,0.27,0.297142857,0.33047619
Acoustic Covers,0.198831,0.235643,0.253622,0.258181818
Acoustic Hits,0.2575457,0.398567,0.508843,0.572396
Lofi Hip-Hop,0.07,0.17,0.19,0.22
90s Acoustic,0.14,0.22,0.27735283,0.33330294
Have a Great Day!,0.13,0.177692308,0.22711655,0.41123426
60s Rock Anthems,0.13,0.17,0.19,0.22
00s Rock Anthems,0.16336522,0.186666667,0.206666667,0.37318321
Weekend Hangouts,0.127,0.17,0.19,0.22
Everyday Favorites,0.2622745,0.330515873,0.367757252,0.397757252
The Realest Down South,0.16789065,0.22,0.246122449,0.276122449
Latin Pop Classics,0.118,0.18,0.2,0.236696429
Alternative 70s,0.204722222,0.229722222,0.2898345,0.3653326
The '80s All Lined Up,0.14,0.19,0.21,0.243225806
Good Times_ Great Oldies,0.184605028,0.220013418,0.245449928,0.27863323
Hot Country,0.31527,0.374652015,0.411794872,0.451005398
POLLEN,0.148745,0.179090909,0.206498316,0.236498316
All The Feels,0.08,0.177142857,0.205838509,0.331563
NIKE RUNNING FASTEST MILE,0.249936,0.286666667,0.306666667,0.341282051
All Out 70s,0.11526,0.2223965,0.2634478,0.33449456
New Tejano,0.243357,0.336666667,0.363188406,0.4481127
All Aussie Hip-Hop,0.13,0.17,0.197022809,0.230820277
Teen Party,0.224453,0.256666667,0.393597,0.5556114
Signed XOXO,0.184848485,0.209234,0.2888325,0.387009345
Ill Lyricist,0.116,0.17,0.192040816,0.230233
Tejano Classics,0.13,0.176666667,0.201111111,0.234725569
Dreamy Vibes,0.157090909,0.199090909,0.211340909,0.245736513
Country Coffeehouse,0.15,0.19,0.193846154,0.230918114
Salsa Classics,0.160785,0.186666667,0.212727273,0.246623377
Left of Center,0.148835,0.1933024,0.23339503,0.319837356
Motivation Mix,0.144285571,0.184285714,0.204295114,0.241165273
Epic Workout,0.35,0.39,0.39,0.42
Sad Vibe,0.1626483,0.186666667,0.212727273,0.246623377
Wild Cards_ Winter Mix,0.152553,0.184285714,0.252950312,0.31274623
Pop Matters,0.113467,0.194345,0.3799035,0.5312456
Cloud Rap,0.2664,0.37,0.39,0.42
Cali Fire,0.164285714,0.194467,0.210737327,0.249919586
Walk Like A Badass,0.1696467,0.203333333,0.223333333,0.253333333
Crowd Pleasers,0.13125,0.1825,0.2025,0.234798851
Afropop.csv,0.0885436,0.181111111,0.3217354,0.438376281
Out Now,0.17,0.21,0.279933255,0.37332453
Running & Workout,0.19523,0.2233215,0.27877624,0.3333425
Love Ballads,0.13645,0.177692308,0.22711655,0.319887345
All Out 60s,0.15,0.19,0.19,0.22
Anti Pop,0.13735,0.21256,0.26223864,0.3319863
Canciones del Recuerdo,0.11,0.17,0.19,0.22
Rock Your Body,0.16372,0.274745,0.334522,0.431022
Fitness Araby,0.163542,0.22,0.28288234,0.37221344
Country's Greatest Hits_  The '40's,0.122,0.18,0.2,0.236696429
Life Sucks,0.204722222,0.229722222,0.265106838,0.302249695
Tomorrow's Hits,1,0.19,0.21,0.243225806
Latin Party Anthems,0.178354,0.220013418,0.245449928,0.31877325
Cumbia Anthems,0.22738,0.374652015,0.411794872,0.5077294
Certified Gold,0.121124,0.179090909,0.22227855,0.30896654
Mellow Pop,0.14,0.177142857,0.2198864,0.28554242
Now Hear This,0.260234,0.286666667,0.36665429,0.4427637
Exitos USA,0.119,0.175882353,0.200137672,0.239485498
Hit Rewind,0.26875,0.336666667,0.40998465,0.4645267
90's Hip-Hop Don't Stop,0.13,0.17,0.197022809,0.230820277
Global Viral 50,0.236666667,0.2887564,0.345678,0.5064456
Vibras,0.1595454,0.204848485,0.2747993,0.3133865
Straight Off The Porch,0.12895,0.17748,0.192040816,0.23293475
Urban Poet,0.13044,0.176666667,0.201111111,0.2922352
Fiesta 90era,0.083853,0.179090909,0.211340909,0.245736513
All Out 50s,0.1164,0.17,0.193846154,0.230918114
Persian Essentials,0.1226544,0.186666667,0.212727273,0.246623377
United States Viral 50,0.1377894,0.184285714,0.204285714,0.236326531
Endorphin Rush,0.257936,0.374652015,0.43002935,0.53147634
Born To Run 150 BPM,0.08534,0.179090909,0.206498316,0.236498316
Trap Instrumental Beats,0.133245,0.177142857,0.205838509,0.235838509
Fresh & Chill,0.2383256,0.286666667,0.3453144,0.4188456
Bodega Sounds,0.150336,0.175882353,0.200137672,0.25224456
Drifting Apart,0.163456,0.336666667,0.3888355,0.4622145
Just Get Going! 155 BPM,0.1378896,0.17,0.197022809,0.230820277
Power Workout,0.18123,0.256666667,0.459265,0.55883756
Confidence Boost,0.172213,0.204848485,0.2744902,0.3233245
Latin Jazz,0.143431,0.17,0.192040816,0.222040816
Bachata Classics,0.1500765,0.176666667,0.201111111,0.273294752
Hype Rhythm,0.122234,0.179090909,0.211340909,0.30264525
La Barberia,0.1,0.17,0.193846154,0.230918114
Rock This,0.156656667,0.186666667,0.212727273,0.30334724
100% LatinX,0.144285714,0.234285714,0.4132165,0.55122123
50 Latin Classics,0.132242,0.229222764,0.24632245,0.3133213
Autumn Acoustic,0.17,0.37,0.39,0.42
Acoustic Hits_ Oldies but Goodies,0.186666667,0.208657,0.212727273,0.2722355
Clinically Cold,0.1488943,0.184285714,0.204285714,0.236326531
Boleros,0.144782,0.184285714,0.23446,0.241165273
Rep The Set,0.17,0.37,0.404435,0.464245
70s & 80s Acoustic,0.155566,0.184285714,0.21599345,0.2542564
Mellow Styles,0.17122,0.203333333,0.2432255,0.30833456
Throwback Workout,0.1825,0.22925,0.24025,0.234798851
Hype,0.081111111,0.181111111,0.23432172,0.309935213
Beats & Rhymes,0.14,0.21,0.237894737,0.31934213
90s Rock Anthems,0.992,0.22,0.305443,0.3310234
No Wahala,0.17,0.217692308,0.22711655,0.31983653
Viva Latino,0.08,0.17,0.19,0.22
Sawa,0.1276643,0.186666667,0.236846667,0.28339845
Calm Vibes,0.124,0.17,0.19,0.22
Throwback_ Latin Explosion,0.194525,0.330515873,0.367757252,0.4756432
The Piano Lounge,0.17486,0.22,0.246122449,0.276122449
HIIT-Hop,0.14124,0.18,0.2,0.236696429
Tear Drop,0.1422222,0.229722222,0.265106838,0.302249695
El Bloque,0.129,0.19,0.244432,0.3090944
Today's Top Hits,0.114605028,0.220013418,0.245449928,0.27863323
I Love My '80s Hip-Hop,0.26643,0.324867,0.411794872,0.53122378
Raw Beats,0.1180465,0.179090909,0.2199375,0.2933645
Latin Cardio,0.137448,0.205453,0.27364,0.3529555
Happy Hits!,0.23666667,0.32549876,0.44445678,0.5477458
Footwork Fever,0.169613,0.208181818,0.2509912,0.3198646
Tender,0.17244,0.312222222,0.365664,0.469927563
Beats n' Bars,0.17,0.25,0.31,0.32
Global X,0.15,0.22,0.25774332,0.3199345
LADY GAGA  JOANNE,0.1177422,0.177692308,0.22711655,0.26960525
Mambo Classics,0.12675,0.18312,0.218936,0.26463
Mind Right,0.07,0.25735476,0.397845,0.5528866
Global Top 50,0.1241,0.17,0.196,0.22
Hip Hop Made Me,0.037605159,0.096051587,0.235836,0.317745
Lounge - Soft House,0.128432133,0.22,0.246122449,0.276122449
ThrowbackThursday,0.1349,0.18,0.21,0.236696429
Radio 1 Playlist (BBC),0.154722222,0.229722222,0.299475,0.3192353
Powerwalk!,0.14835,0.19,0.22,0.243225806
Sad Beats,0.182442,0.273265,0.442845,0.5198365
Fresh Finds,0.046619048,0.100465202,0.122179487,0.15310054
Chicano Fly Zone,0.129352909,0.179090909,0.206498316,0.3333452
Beast Mode,0.1135,0.177142857,0.205838509,0.235838509
State of Mind,0.228364,0.399065,0.43556,0.5427812
