Women of Pop,0.115735,0.163181818,0.197934,0.2633395
Mellow Bars,0.0935,0.12,0.127886905,0.157886905
Piano in the Background,0.201864,0.262857143,0.3176534,0.3788742
Mood Booster,0.1,0.12,0.12,0.15
Salsa Hits_ Los 90s,0.3,0.36974359,0.377714,0.47119634
Country's Greatest Hits_  The '60s,0.1,0.125,0.125,0.155
Guilty Pleasures,0.1,0.12,0.12,0.157304029
Indie Workout,0.1,0.12,0.12,0.151298701
Made in Chile,0.10453,0.15,0.15,0.18
Cool Down,0.17355,0.236666667,0.2833845,0.3498465
80s Rock Anthems,0.1,0.125882353,0.131422845,0.204432845
Get Turnt,0.174535,0.232856,0.37562,0.71431
All Out 90s,0.1,0.12,0.127022809,0.160820277
Country's Greatest Hits_  The '80s,0.166666667,0.206666667,0.2322091,0.36445231
80s Hard Rock,0.11037564,0.154848485,0.18788934,0.2383753
Alternative 10s,0.089779,0.12,0.122040816,0.152040816
Feel-Good Indie Rock,0.0785599,0.126666667,0.131111111,0.164725569
Pop Sauce,0.109090909,0.129090909,0.141340909,0.175736513
Autumn Leaves,0.1,0.12,0.123846154,0.160918114
Deep Dark Indie,0.1093557,0.136666667,0.1643256,0.2178934
One-Hit Wonders,0.1097465,0.134285714,0.134285714,0.1698864
Alternative 90s,0.096886,0.134285714,0.134285714,0.171165273
Soft Pop Hits,0.3,0.32,0.32,0.35
Country's Greatest Hits_  The '70's,0.114285714,0.134285714,0.140737327,0.179919586
Latin Pride,0.127789,0.153333333,0.153333333,0.183333333
One More Rep,0.1125,0.1325,0.1325,0.164798851
A Perfect Day,0.0754,0.131111111,0.131111111,0.163216374
Happy Folk,0.14,0.16,0.167894737,0.203157895
K-Hip-Hop Beats,0.1,0.12,0.12,0.153315789
The Most Beautiful Songs in the World,0.11,0.13952381,0.13952381,0.16952381
Low-Key,0.1,0.12,0.12,0.151851852
70s Rock Anthems,0.0869975,0.124761905,0.131658456,0.161658456
Wake Up Happy,0.2,0.23,0.236818182,0.266818182
Contemporary Blend,0.1,0.12,0.122040816,0.152040816
Retro Pop,0.1,0.12,0.12,0.15
Adrenaline Workout,0.1,0.12,0.132347826,0.166097826
Workday_ Pop,0.1539755,0.205555556,0.258023088,0.288023088
Hard Rock Workout,0.1,0.127142857,0.127142857,0.15974026
Chill Instrumental Beats,0.12,0.22,0.22,0.25
Lush Lofi,0.17,0.32,0.350350496,0.380350496
Country's Greatest Hits_  The '50s,0.083378,0.12,0.131253561,0.169968942
Punk Rock Workout,0.266190476,0.324652015,0.378731,0.42882475
NTC_ Studio Sounds,0.109090909,0.129090909,0.14883453,0.1846356
All Out 00s,0.08795,0.127142857,0.135838509,0.1683364
Your Favorite Coffeehouse,0.15,0.180526316,0.180526316,0.214635905
Infinite Acoustic,0.1009805,0.156764706,0.175109533,0.210544316
Swagger,0.11,0.13,0.13,0.168333333
The GRAMMYs Official Playlist,0.18206,0.23366,0.409225,0.465622
All Out 80s,0.24262,0.309124,0.3428345,0.4377546
New Music Friday,0.178571429,0.218571429,0.233309,0.2943355
Pumping Iron,0.168181818,0.188181818,0.188181818,0.221515152
Country's Greatest Hits_  The '90s,0.1,0.12,0.123125,0.164577
Alternative 00s,0.194278,0.248571429,0.255714286,0.285714286
Grime Shutdown,0.1980765,0.153333333,0.168154762,0.204934423
Rap UK,0.109090909,0.162122583,0.162122583,0.192122583
Alternative 80s,0.109090909,0.129090909,0.137424242,0.170757576
Stay Wild,0.079881,0.12,0.122040816,0.152040816
Abuela's Mix,0.185,0.22,0.227142857,0.26047619
Rockin' Vibes,0.138181818,0.158181818,0.158181818,0.188181818
You & Me,0.2179965,0.262222222,0.262222222,0.298472222
Young & Free,0.09,0.12,0.12,0.15
It's ALT Good!,0.15,0.17,0.178695652,0.21435603
90s Pop Rock Essentials,0.1,0.127692308,0.15711655,0.19960525
Bedroom Pop,0.1,0.12,0.12,0.15
2000s Smash Hits,0.095779765,0.136666667,0.25311645,0.3491234
Nike Running Tempo Mix,0.1,0.12,0.12,0.15
Extreme Metal Workout,0.202245,0.280515873,0.297757252,0.37946511
Pop Chile,0.133333333,0.17,0.176122449,0.23337463
NTC_ Gym Strong,0.09,0.13,0.1402234,0.191231
